epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,57.27,0.90121,0.62753,0.95873,0.9214,0.95939,0.96939,0.73417,0.95525,0.59777,0.90112,0.0017822,0.0017822,0.0017822
13,62.1611,0.87828,0.59531,0.94352,0.95413,0.94416,0.98262,0.76109,0.8467,0.56274,0.88408,0.0017624,0.0017624,0.0017624
14,67.1677,0.83823,0.5646,0.9317,0.94436,0.94773,0.97726,0.76759,0.85762,0.59663,0.86303,0.0017426,0.0017426,0.0017426
15,72.1782,0.83483,0.56336,0.93381,0.92991,0.94281,0.95875,0.7421,0.85761,0.6144,0.84957,0.0017228,0.0017228,0.0017228
16,77.1451,0.88021,0.56904,0.94282,0.89518,0.92386,0.93784,0.72071,0.88922,0.6207,0.92122,0.001703,0.001703,0.001703
17,82.003,0.8389,0.56817,0.94399,0.91184,0.94924,0.95123,0.73775,0.86677,0.6011,0.89588,0.0016832,0.0016832,0.0016832
18,87.0339,0.8244,0.55728,0.9321,0.92982,0.94151,0.97354,0.78844,0.84132,0.55856,0.88424,0.0016634,0.0016634,0.0016634
19,92.0734,0.82448,0.54049,0.93156,0.91986,0.95431,0.96928,0.76882,0.80565,0.57133,0.87316,0.0016436,0.0016436,0.0016436
20,96.713,0.7946,0.51661,0.92504,0.93095,0.95818,0.96772,0.78767,0.82502,0.53781,0.87819,0.0016238,0.0016238,0.0016238
21,101.681,0.82228,0.52395,0.93308,0.91448,0.93401,0.9731,0.73838,0.97381,0.64705,0.95061,0.001604,0.001604,0.001604
22,106.548,0.80916,0.52141,0.92628,0.9161,0.94231,0.96156,0.74274,0.91037,0.59668,0.91329,0.0015842,0.0015842,0.0015842
23,111.543,0.82159,0.52754,0.9226,0.93061,0.95308,0.95991,0.74716,0.81968,0.55634,0.87676,0.0015644,0.0015644,0.0015644
24,116.568,0.7702,0.4999,0.92035,0.93029,0.94839,0.9773,0.75579,0.90896,0.61207,0.88685,0.0015446,0.0015446,0.0015446
25,121.525,0.7559,0.49115,0.91184,0.93458,0.93909,0.98208,0.77681,0.85112,0.54779,0.84735,0.0015248,0.0015248,0.0015248
26,126.204,0.75674,0.49723,0.91805,0.94408,0.94269,0.98155,0.78596,0.81048,0.53011,0.87949,0.001505,0.001505,0.001505
27,130.973,0.7554,0.48121,0.91826,0.96033,0.92386,0.98413,0.77968,0.81694,0.54114,0.85454,0.0014852,0.0014852,0.0014852
28,136.071,0.771,0.49235,0.91517,0.92904,0.93039,0.97786,0.78948,0.81803,0.54914,0.87254,0.0014654,0.0014654,0.0014654
29,140.913,0.75183,0.47862,0.91391,0.90794,0.95123,0.97161,0.78851,0.82743,0.58972,0.87031,0.0014456,0.0014456,0.0014456
30,145.62,0.75058,0.47468,0.90107,0.93071,0.95431,0.97268,0.79258,0.80483,0.52121,0.85627,0.0014258,0.0014258,0.0014258
31,150.257,0.74868,0.47011,0.91169,0.90707,0.94924,0.95448,0.77375,0.81126,0.55632,0.86296,0.001406,0.001406,0.001406
32,154.908,0.73962,0.46181,0.90689,0.93026,0.94924,0.95227,0.7723,0.73889,0.52628,0.85707,0.0013862,0.0013862,0.0013862
33,159.785,0.72024,0.45638,0.89639,0.91743,0.95939,0.97567,0.80622,0.71388,0.49696,0.85156,0.0013664,0.0013664,0.0013664
34,164.744,0.6991,0.45939,0.89457,0.94585,0.93909,0.96456,0.78634,0.71957,0.51,0.84976,0.0013466,0.0013466,0.0013466
35,169.69,0.70888,0.45922,0.90376,0.96358,0.94001,0.9792,0.79759,0.74204,0.50477,0.8631,0.0013268,0.0013268,0.0013268
36,174.461,0.72112,0.46544,0.8989,0.91949,0.92757,0.95219,0.78821,0.81287,0.60707,0.88518,0.001307,0.001307,0.001307
37,179.162,0.69751,0.45742,0.89384,0.91588,0.95431,0.94416,0.78806,0.74654,0.53405,0.85235,0.0012872,0.0012872,0.0012872
38,184.146,0.70017,0.43724,0.88554,0.93131,0.96352,0.97957,0.8046,0.75874,0.50291,0.84538,0.0012674,0.0012674,0.0012674
39,189.066,0.69074,0.42985,0.89075,0.97833,0.93909,0.9806,0.8044,0.74241,0.48789,0.84322,0.0012476,0.0012476,0.0012476
40,193.855,0.70683,0.43884,0.89734,0.93011,0.94575,0.97299,0.79719,0.79212,0.53471,0.86842,0.0012278,0.0012278,0.0012278
41,198.889,0.68286,0.43076,0.88714,0.93054,0.96954,0.95932,0.78718,0.82261,0.50683,0.88831,0.001208,0.001208,0.001208
42,203.809,0.65979,0.42166,0.88374,0.91305,0.96954,0.94717,0.78773,0.79235,0.51515,0.85494,0.0011882,0.0011882,0.0011882
43,208.593,0.67191,0.42243,0.88617,0.92815,0.95939,0.97088,0.80492,0.79067,0.50667,0.84079,0.0011684,0.0011684,0.0011684
44,213.572,0.6747,0.43155,0.88547,0.92138,0.94416,0.95552,0.78635,0.75368,0.54944,0.87645,0.0011486,0.0011486,0.0011486
45,218.307,0.67335,0.42693,0.88481,0.97411,0.92386,0.96173,0.79939,0.72706,0.49721,0.86082,0.0011288,0.0011288,0.0011288
46,222.524,0.66628,0.42508,0.88058,0.93053,0.92386,0.97263,0.81047,0.7797,0.49762,0.85149,0.001109,0.001109,0.001109
47,226.796,0.65253,0.42107,0.8816,0.91326,0.96196,0.97411,0.80202,0.78566,0.50651,0.87449,0.0010892,0.0010892,0.0010892
48,231.244,0.66068,0.41637,0.88368,0.9344,0.93996,0.97337,0.80299,0.7866,0.51256,0.8817,0.0010694,0.0010694,0.0010694
49,235.587,0.64606,0.41542,0.87988,0.92647,0.95937,0.96695,0.81047,0.7725,0.50584,0.86162,0.0010496,0.0010496,0.0010496
50,240.268,0.64476,0.41422,0.87769,0.92841,0.95431,0.96494,0.79961,0.75328,0.48261,0.84476,0.0010298,0.0010298,0.0010298
51,244.958,0.63667,0.40511,0.86936,0.92751,0.95939,0.96483,0.78875,0.77547,0.52359,0.84714,0.00101,0.00101,0.00101
52,249.863,0.64365,0.41114,0.87614,0.93388,0.96954,0.96321,0.78321,0.78839,0.50862,0.85333,0.0009902,0.0009902,0.0009902
53,254.45,0.64618,0.41352,0.87419,0.93521,0.95257,0.97583,0.81278,0.77463,0.52778,0.86084,0.0009704,0.0009704,0.0009704
54,259.147,0.62193,0.39333,0.8688,0.93281,0.94924,0.96778,0.80468,0.71424,0.50473,0.84763,0.0009506,0.0009506,0.0009506
55,264.029,0.61493,0.39906,0.8707,0.96337,0.93457,0.97471,0.82856,0.70276,0.46869,0.83395,0.0009308,0.0009308,0.0009308
56,268.487,0.61301,0.39169,0.86715,0.93395,0.96447,0.96885,0.82285,0.67595,0.46124,0.85384,0.000911,0.000911,0.000911
57,272.844,0.61942,0.39389,0.86831,0.95196,0.93909,0.96927,0.80497,0.73318,0.48002,0.86095,0.0008912,0.0008912,0.0008912
58,277.05,0.62067,0.39062,0.86882,0.92228,0.96377,0.96682,0.83082,0.73374,0.45385,0.8555,0.0008714,0.0008714,0.0008714
59,281.746,0.63048,0.40458,0.87403,0.92814,0.93401,0.96633,0.80619,0.71179,0.50657,0.83247,0.0008516,0.0008516,0.0008516
60,286.271,0.62592,0.38983,0.86714,0.93303,0.91945,0.972,0.80672,0.72713,0.50686,0.85286,0.0008318,0.0008318,0.0008318
61,291.076,0.6257,0.38512,0.87027,0.93029,0.94834,0.96626,0.79893,0.79159,0.46437,0.86561,0.000812,0.000812,0.000812
62,295.966,0.60562,0.3884,0.86452,0.93985,0.95184,0.97136,0.78767,0.79603,0.53556,0.85814,0.0007922,0.0007922,0.0007922
63,301.007,0.61269,0.39077,0.8685,0.93104,0.96954,0.96478,0.80297,0.75569,0.49785,0.84701,0.0007724,0.0007724,0.0007724
64,305.743,0.60101,0.3788,0.86482,0.92623,0.95599,0.97034,0.83181,0.70903,0.4661,0.83161,0.0007526,0.0007526,0.0007526
65,310.618,0.58536,0.37366,0.86373,0.94058,0.96416,0.97369,0.7976,0.78524,0.46832,0.85772,0.0007328,0.0007328,0.0007328
66,315.463,0.59614,0.37095,0.86766,0.9305,0.96954,0.97434,0.82227,0.72547,0.46881,0.83596,0.000713,0.000713,0.000713
67,320.234,0.58549,0.36998,0.85929,0.92048,0.96447,0.97103,0.81119,0.72698,0.45882,0.83529,0.0006932,0.0006932,0.0006932
68,324.995,0.58427,0.37218,0.86674,0.93101,0.95907,0.96907,0.81351,0.77188,0.50111,0.84969,0.0006734,0.0006734,0.0006734
69,330.002,0.57597,0.36851,0.8609,0.93159,0.96954,0.97337,0.81796,0.76017,0.45311,0.85282,0.0006536,0.0006536,0.0006536
70,335.028,0.57335,0.36841,0.8543,0.9254,0.96447,0.97554,0.82042,0.78213,0.44765,0.84672,0.0006338,0.0006338,0.0006338
71,339.877,0.57152,0.35698,0.85544,0.91696,0.96954,0.96507,0.80483,0.80522,0.45654,0.8719,0.000614,0.000614,0.000614
72,344.755,0.57492,0.35804,0.8547,0.92622,0.96954,0.97679,0.82273,0.70462,0.46781,0.83747,0.0005942,0.0005942,0.0005942
73,349.505,0.57272,0.36111,0.85962,0.93164,0.96853,0.97934,0.83227,0.72462,0.45583,0.83382,0.0005744,0.0005744,0.0005744
74,354.387,0.55609,0.34569,0.8523,0.92285,0.97156,0.98085,0.79209,0.77835,0.44341,0.84379,0.0005546,0.0005546,0.0005546
75,359.103,0.56052,0.35599,0.85678,0.92395,0.95939,0.97149,0.79624,0.7613,0.48101,0.84466,0.0005348,0.0005348,0.0005348
76,363.894,0.55489,0.35739,0.84965,0.92213,0.96954,0.97511,0.82775,0.70777,0.45114,0.84143,0.000515,0.000515,0.000515
77,368.624,0.56248,0.35557,0.8603,0.92544,0.96954,0.96835,0.81167,0.73053,0.44606,0.84143,0.0004952,0.0004952,0.0004952
78,373.348,0.54638,0.33763,0.85068,0.92949,0.96954,0.97104,0.83174,0.71269,0.41932,0.8464,0.0004754,0.0004754,0.0004754
79,378.307,0.54782,0.34047,0.85457,0.92148,0.96447,0.96925,0.83041,0.74384,0.42846,0.8393,0.0004556,0.0004556,0.0004556
80,382.873,0.55223,0.3498,0.85614,0.91665,0.96447,0.97654,0.82876,0.7228,0.44666,0.84161,0.0004358,0.0004358,0.0004358
81,387.413,0.53571,0.34444,0.84889,0.92221,0.96447,0.97443,0.8327,0.72847,0.44305,0.83867,0.000416,0.000416,0.000416
82,391.968,0.51076,0.3256,0.84285,0.93401,0.96954,0.96424,0.81779,0.76288,0.43979,0.84914,0.0003962,0.0003962,0.0003962
83,396.532,0.53121,0.33524,0.84961,0.93152,0.96954,0.9682,0.82191,0.73275,0.4277,0.84899,0.0003764,0.0003764,0.0003764
84,401.524,0.52992,0.33197,0.84891,0.93995,0.96447,0.96425,0.81658,0.7315,0.4399,0.83571,0.0003566,0.0003566,0.0003566
85,406.62,0.51574,0.32671,0.856,0.92609,0.96447,0.96392,0.82828,0.72568,0.42521,0.83465,0.0003368,0.0003368,0.0003368
86,412.075,0.52119,0.32365,0.85023,0.93532,0.95423,0.95658,0.81498,0.72773,0.4268,0.84284,0.000317,0.000317,0.000317
87,417.059,0.52944,0.32498,0.84519,0.93018,0.95939,0.96561,0.83454,0.7217,0.41563,0.8449,0.0002972,0.0002972,0.0002972
88,421.966,0.51972,0.31997,0.84545,0.9352,0.96954,0.97073,0.82905,0.7391,0.42479,0.84395,0.0002774,0.0002774,0.0002774
89,427.084,0.52307,0.33496,0.84258,0.92899,0.96447,0.97173,0.83034,0.75886,0.41755,0.8446,0.0002576,0.0002576,0.0002576
90,432.208,0.51154,0.3216,0.84264,0.93123,0.96447,0.97084,0.83443,0.75959,0.42299,0.83571,0.0002378,0.0002378,0.0002378
91,452.179,0.50399,0.30386,0.82961,0.9298,0.95939,0.96097,0.81011,0.74696,0.43339,0.82981,0.000218,0.000218,0.000218
92,457.162,0.49084,0.30685,0.84033,0.93046,0.96447,0.96072,0.81235,0.72621,0.41289,0.82463,0.0001982,0.0001982,0.0001982
93,462.297,0.46808,0.28219,0.8231,0.9301,0.96447,0.96733,0.82605,0.72541,0.40291,0.83713,0.0001784,0.0001784,0.0001784
94,466.799,0.46475,0.28845,0.82223,0.93647,0.95939,0.96718,0.82703,0.70584,0.40094,0.83238,0.0001586,0.0001586,0.0001586
95,471.272,0.46263,0.28352,0.8198,0.92529,0.95939,0.96672,0.83186,0.70639,0.39564,0.82337,0.0001388,0.0001388,0.0001388
96,475.843,0.44118,0.27607,0.81568,0.92834,0.95939,0.9682,0.8325,0.69651,0.39746,0.82049,0.000119,0.000119,0.000119
97,480.422,0.44253,0.27879,0.81388,0.92048,0.95939,0.9667,0.83249,0.69964,0.41021,0.82524,9.92e-05,9.92e-05,9.92e-05
98,484.938,0.45353,0.27512,0.82554,0.92224,0.96325,0.96918,0.83352,0.70101,0.40458,0.82716,7.94e-05,7.94e-05,7.94e-05
99,489.894,0.43744,0.27192,0.81993,0.92988,0.96447,0.96926,0.82766,0.70958,0.40555,0.8258,5.96e-05,5.96e-05,5.96e-05
100,494.941,0.42933,0.26189,0.81618,0.93031,0.96447,0.96987,0.834,0.70184,0.40306,0.82446,3.98e-05,3.98e-05,3.98e-05
