epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,129.015,0.83101,0.5411,0.93682,0.9211,0.94812,0.96746,0.74899,0.90649,0.56902,0.88759,0.0016832,0.0016832,0.0016832
18,136.222,0.84127,0.55677,0.93985,0.91998,0.95431,0.93537,0.73189,0.88057,0.58279,0.90489,0.0016634,0.0016634,0.0016634
19,143.72,0.82213,0.53606,0.94084,0.90839,0.95939,0.97268,0.73873,0.86447,0.59776,0.92263,0.0016436,0.0016436,0.0016436
20,151.419,0.80088,0.5164,0.92538,0.91642,0.96447,0.95787,0.76769,0.82596,0.5273,0.89363,0.0016238,0.0016238,0.0016238
21,158.982,0.78476,0.50634,0.92771,0.93962,0.94924,0.97745,0.77892,0.8455,0.53699,0.90994,0.001604,0.001604,0.001604
22,165.983,0.78009,0.50369,0.91431,0.92116,0.94901,0.97632,0.78508,0.8652,0.53947,0.88481,0.0015842,0.0015842,0.0015842
23,172.735,0.80227,0.51303,0.92081,0.92329,0.94416,0.96718,0.77465,0.79642,0.56343,0.88905,0.0015644,0.0015644,0.0015644
24,179.523,0.76397,0.49767,0.92366,0.91792,0.95939,0.96659,0.7637,0.84026,0.53628,0.89408,0.0015446,0.0015446,0.0015446
25,186.277,0.76553,0.47859,0.91719,0.90855,0.95824,0.95845,0.77683,0.82628,0.58822,0.87318,0.0015248,0.0015248,0.0015248
26,193.755,0.75759,0.49618,0.91311,0.9774,0.91371,0.96197,0.72519,0.85928,0.56529,0.89417,0.001505,0.001505,0.001505
27,201.554,0.77019,0.48731,0.92065,0.9919,0.90863,0.96573,0.78627,0.80568,0.56682,0.87554,0.0014852,0.0014852,0.0014852
28,209.725,0.75235,0.48732,0.91324,0.92812,0.93401,0.95945,0.74637,0.87543,0.62584,0.91225,0.0014654,0.0014654,0.0014654
29,218.005,0.74042,0.47494,0.90901,0.94414,0.94372,0.972,0.77109,0.83677,0.5859,0.87337,0.0014456,0.0014456,0.0014456
30,225.58,0.75596,0.47077,0.90423,0.92528,0.94924,0.95704,0.76085,0.77415,0.56713,0.86564,0.0014258,0.0014258,0.0014258
31,233.15,0.74241,0.4691,0.90635,0.94795,0.93401,0.95494,0.76166,0.85198,0.57118,0.89137,0.001406,0.001406,0.001406
32,240.695,0.74571,0.46547,0.90981,0.92951,0.94924,0.9606,0.76707,0.77556,0.5349,0.86321,0.0013862,0.0013862,0.0013862
33,248.1,0.72595,0.46346,0.90091,0.92665,0.94416,0.96586,0.78964,0.76755,0.50787,0.86835,0.0013664,0.0013664,0.0013664
34,256.135,0.72445,0.46723,0.90225,0.93435,0.94924,0.95964,0.7683,0.81603,0.52909,0.8746,0.0013466,0.0013466,0.0013466
35,263.694,0.72188,0.4687,0.90426,0.92247,0.96643,0.97263,0.78611,0.79208,0.51491,0.84377,0.0013268,0.0013268,0.0013268
36,270.817,0.73025,0.46847,0.90332,0.93485,0.94689,0.94603,0.78616,0.79548,0.54459,0.87381,0.001307,0.001307,0.001307
37,277.802,0.6912,0.45194,0.89289,0.93481,0.94633,0.96668,0.80297,0.79114,0.54918,0.85179,0.0012872,0.0012872,0.0012872
38,284.87,0.69956,0.43713,0.88277,0.96334,0.92893,0.98217,0.7829,0.75862,0.50946,0.8643,0.0012674,0.0012674,0.0012674
39,292.18,0.69133,0.43172,0.89129,0.96841,0.93366,0.97269,0.78016,0.80103,0.49476,0.85643,0.0012476,0.0012476,0.0012476
40,299.301,0.70982,0.44136,0.89399,0.95411,0.94984,0.98221,0.80116,0.80505,0.5139,0.84809,0.0012278,0.0012278,0.0012278
41,306.638,0.67312,0.43213,0.88524,0.93585,0.96273,0.97055,0.7628,0.83111,0.51494,0.8534,0.001208,0.001208,0.001208
42,313.641,0.65762,0.41991,0.88031,0.93461,0.95431,0.96913,0.75536,0.8381,0.53725,0.86412,0.0011882,0.0011882,0.0011882
43,320.458,0.67822,0.43067,0.89087,0.93825,0.94924,0.96823,0.79495,0.73845,0.50644,0.85322,0.0011684,0.0011684,0.0011684
44,327.415,0.6701,0.43283,0.88285,0.92603,0.95323,0.95408,0.76881,0.75816,0.59784,0.86692,0.0011486,0.0011486,0.0011486
45,334.475,0.65414,0.42402,0.87992,0.9628,0.94924,0.97339,0.75074,0.82296,0.48426,0.87254,0.0011288,0.0011288,0.0011288
46,341.406,0.67113,0.42105,0.88204,0.92995,0.94351,0.96284,0.78892,0.7643,0.50698,0.82972,0.001109,0.001109,0.001109
47,348.284,0.65879,0.42535,0.88373,0.92686,0.95939,0.96901,0.78014,0.81045,0.52045,0.85468,0.0010892,0.0010892,0.0010892
48,355.463,0.66518,0.41699,0.88457,0.92534,0.96447,0.98559,0.8132,0.77717,0.49252,0.84253,0.0010694,0.0010694,0.0010694
49,363.356,0.65428,0.42158,0.87997,0.93615,0.93401,0.97679,0.8076,0.74022,0.49542,0.84349,0.0010496,0.0010496,0.0010496
50,370.541,0.65125,0.41449,0.88043,0.92872,0.94416,0.95024,0.78388,0.77095,0.50869,0.86705,0.0010298,0.0010298,0.0010298
51,377.623,0.64404,0.40583,0.87683,0.93547,0.9567,0.96746,0.75536,0.83282,0.52158,0.85812,0.00101,0.00101,0.00101
52,384.764,0.6627,0.41676,0.88153,0.9215,0.95939,0.96663,0.78696,0.76847,0.49385,0.83352,0.0009902,0.0009902,0.0009902
53,391.832,0.64783,0.40772,0.87462,0.95778,0.92121,0.97904,0.78968,0.77966,0.49026,0.84324,0.0009704,0.0009704,0.0009704
54,398.807,0.62864,0.40361,0.86893,0.93065,0.95371,0.95399,0.78356,0.79355,0.5009,0.84482,0.0009506,0.0009506,0.0009506
55,406.121,0.62593,0.40688,0.87226,0.934,0.94924,0.9741,0.8032,0.75384,0.47294,0.83237,0.0009308,0.0009308,0.0009308
56,413.625,0.60846,0.38199,0.86778,0.95874,0.94373,0.97388,0.80622,0.73797,0.48012,0.84401,0.000911,0.000911,0.000911
57,420.728,0.64027,0.39668,0.87513,0.93401,0.95431,0.97627,0.80635,0.74404,0.46019,0.85098,0.0008912,0.0008912,0.0008912
58,427.72,0.62757,0.39208,0.86937,0.95928,0.94924,0.96444,0.78876,0.72007,0.46099,0.85189,0.0008714,0.0008714,0.0008714
59,434.745,0.62851,0.40002,0.87101,0.97342,0.92958,0.98173,0.79893,0.76395,0.45061,0.84131,0.0008516,0.0008516,0.0008516
60,441.824,0.6229,0.38248,0.86625,0.96952,0.93909,0.98075,0.79784,0.75389,0.45992,0.84943,0.0008318,0.0008318,0.0008318
61,448.977,0.61398,0.37801,0.86863,0.93006,0.95939,0.96878,0.78449,0.81061,0.48568,0.84983,0.000812,0.000812,0.000812
62,456.128,0.598,0.38367,0.865,0.92485,0.95939,0.97113,0.79901,0.79808,0.50457,0.86082,0.0007922,0.0007922,0.0007922
63,463.328,0.59809,0.38647,0.86772,0.93319,0.95431,0.94982,0.79366,0.75871,0.47803,0.86408,0.0007724,0.0007724,0.0007724
64,470.448,0.59996,0.38094,0.86473,0.93093,0.96447,0.97194,0.81503,0.72548,0.46974,0.84703,0.0007526,0.0007526,0.0007526
65,477.416,0.59376,0.38384,0.86503,0.95768,0.93909,0.98047,0.7971,0.80403,0.44952,0.85563,0.0007328,0.0007328,0.0007328
66,484.487,0.60922,0.38307,0.87397,0.92913,0.95939,0.97898,0.81118,0.7418,0.45787,0.83949,0.000713,0.000713,0.000713
67,491.963,0.59351,0.37684,0.86135,0.93104,0.96447,0.98415,0.83003,0.76299,0.44964,0.83279,0.0006932,0.0006932,0.0006932
68,498.801,0.57948,0.36972,0.86736,0.93017,0.95939,0.97634,0.80493,0.7755,0.46921,0.83384,0.0006734,0.0006734,0.0006734
69,505.95,0.57592,0.36599,0.8626,0.95997,0.93401,0.97871,0.81506,0.7524,0.44182,0.81468,0.0006536,0.0006536,0.0006536
70,513.21,0.57472,0.36418,0.85496,0.92985,0.95939,0.97738,0.80421,0.76984,0.44316,0.83265,0.0006338,0.0006338,0.0006338
71,520.182,0.57219,0.35822,0.85447,0.92538,0.96447,0.97316,0.82708,0.75134,0.48365,0.84562,0.000614,0.000614,0.000614
72,527.661,0.56716,0.35564,0.8532,0.91637,0.96447,0.98359,0.83248,0.72319,0.46083,0.84425,0.0005942,0.0005942,0.0005942
73,535.381,0.57822,0.35763,0.86158,0.95885,0.93401,0.97508,0.81231,0.70996,0.43898,0.83782,0.0005744,0.0005744,0.0005744
74,543.44,0.5452,0.33943,0.85188,0.92663,0.96167,0.97344,0.79966,0.73791,0.44686,0.83349,0.0005546,0.0005546,0.0005546
75,551.223,0.54161,0.34501,0.85425,0.92644,0.95896,0.96636,0.7764,0.78089,0.4924,0.84325,0.0005348,0.0005348,0.0005348
76,558.883,0.55646,0.3485,0.85183,0.92639,0.95824,0.97046,0.81922,0.70255,0.43119,0.82966,0.000515,0.000515,0.000515
77,566.948,0.55759,0.34807,0.85776,0.92607,0.95939,0.97723,0.79668,0.75009,0.44002,0.8273,0.0004952,0.0004952,0.0004952
78,574.576,0.54905,0.33728,0.8521,0.92916,0.96954,0.97863,0.81844,0.7363,0.43524,0.82098,0.0004754,0.0004754,0.0004754
79,582.654,0.55016,0.34292,0.8557,0.94086,0.94924,0.97199,0.81354,0.754,0.4524,0.82054,0.0004556,0.0004556,0.0004556
80,590.063,0.56355,0.35295,0.85869,0.93044,0.96447,0.97823,0.82502,0.70993,0.4332,0.82312,0.0004358,0.0004358,0.0004358
81,597.345,0.5409,0.33943,0.84843,0.92509,0.95939,0.96631,0.8198,0.69072,0.44457,0.82317,0.000416,0.000416,0.000416
82,604.309,0.50914,0.32348,0.84349,0.93013,0.95939,0.9675,0.822,0.72341,0.46591,0.82319,0.0003962,0.0003962,0.0003962
83,611.443,0.52972,0.3333,0.84716,0.93421,0.96447,0.97799,0.80089,0.708,0.43116,0.82072,0.0003764,0.0003764,0.0003764
84,618.528,0.53259,0.33111,0.84905,0.93427,0.96447,0.96722,0.81054,0.73679,0.439,0.8223,0.0003566,0.0003566,0.0003566
85,625.586,0.51367,0.32312,0.85504,0.92984,0.96447,0.96535,0.82484,0.73024,0.43909,0.8217,0.0003368,0.0003368,0.0003368
86,632.719,0.52547,0.3205,0.85078,0.94438,0.94924,0.97353,0.8285,0.72853,0.42008,0.82213,0.000317,0.000317,0.000317
87,639.821,0.53343,0.33174,0.84506,0.93588,0.96322,0.96979,0.83634,0.68891,0.41252,0.8184,0.0002972,0.0002972,0.0002972
88,646.835,0.51776,0.32383,0.84746,0.93596,0.96439,0.9812,0.83012,0.70863,0.43047,0.81989,0.0002774,0.0002774,0.0002774
89,653.861,0.52099,0.32725,0.84235,0.93054,0.96447,0.97346,0.82476,0.73138,0.43487,0.83369,0.0002576,0.0002576,0.0002576
90,661.073,0.51108,0.32615,0.84477,0.93585,0.96267,0.97033,0.81697,0.74129,0.42084,0.83678,0.0002378,0.0002378,0.0002378
91,688.918,0.49781,0.30287,0.82816,0.92931,0.95939,0.95333,0.80418,0.7337,0.44835,0.82998,0.000218,0.000218,0.000218
92,696.095,0.49175,0.31327,0.83756,0.93526,0.95939,0.95018,0.80148,0.72074,0.41943,0.82625,0.0001982,0.0001982,0.0001982
93,703.101,0.46672,0.28549,0.82347,0.93029,0.96447,0.96316,0.81841,0.71656,0.41752,0.82531,0.0001784,0.0001784,0.0001784
94,710.228,0.46179,0.28895,0.82116,0.94888,0.94217,0.95543,0.81117,0.71615,0.42912,0.82651,0.0001586,0.0001586,0.0001586
95,717.247,0.45249,0.28465,0.81714,0.93512,0.96447,0.96458,0.81793,0.71809,0.42524,0.82544,0.0001388,0.0001388,0.0001388
96,724.147,0.44285,0.27494,0.81713,0.93557,0.96447,0.96352,0.81385,0.71381,0.42084,0.82607,0.000119,0.000119,0.000119
97,731.274,0.44895,0.2845,0.81623,0.93119,0.96176,0.96319,0.81369,0.72385,0.42809,0.82697,9.92e-05,9.92e-05,9.92e-05
98,738.071,0.44844,0.27372,0.82479,0.93975,0.96954,0.96933,0.81618,0.73346,0.43067,0.82119,7.94e-05,7.94e-05,7.94e-05
99,745.106,0.43694,0.27444,0.82304,0.94038,0.96954,0.97405,0.82906,0.73127,0.42181,0.82435,5.96e-05,5.96e-05,5.96e-05
100,752.105,0.43125,0.26486,0.81719,0.93542,0.96447,0.97061,0.82275,0.73209,0.42086,0.82703,3.98e-05,3.98e-05,3.98e-05
