epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,10178.3,0.73086,0.4711,0.90767,0.93723,0.94416,0.97269,0.79743,0.7267,0.49549,0.84606,0.0010892,0.0010892,0.0010892
25,10611.2,0.70695,0.45735,0.89355,0.93047,0.95108,0.96586,0.77081,0.79036,0.53113,0.86334,0.0010496,0.0010496,0.0010496
26,11029.9,0.7356,0.47219,0.90087,0.92568,0.94831,0.96774,0.80181,0.76387,0.50664,0.85191,0.00101,0.00101,0.00101
27,11446.4,0.72487,0.4708,0.89552,0.92154,0.95939,0.9664,0.80165,0.72913,0.48375,0.85475,0.0009704,0.0009704,0.0009704
28,11861.2,0.71732,0.46136,0.89829,0.92617,0.96447,0.97453,0.80901,0.71196,0.48398,0.85216,0.0009308,0.0009308,0.0009308
29,12277.9,0.70939,0.45155,0.88845,0.93523,0.95284,0.96936,0.79422,0.76584,0.52484,0.87712,0.0008912,0.0008912,0.0008912
30,12695.1,0.70027,0.44747,0.88665,0.93953,0.96954,0.97793,0.805,0.76825,0.50308,0.85233,0.0008516,0.0008516,0.0008516
31,13112.3,0.69437,0.43781,0.88484,0.93086,0.96954,0.97934,0.82177,0.70282,0.47505,0.83795,0.000812,0.000812,0.000812
32,13530.7,0.68567,0.4384,0.8847,0.93219,0.95431,0.97324,0.8006,0.74917,0.46923,0.84523,0.0007724,0.0007724,0.0007724
33,13947.5,0.6955,0.43476,0.89168,0.92993,0.94416,0.95892,0.78547,0.74509,0.49222,0.86637,0.0007328,0.0007328,0.0007328
34,14363,0.66598,0.41452,0.88273,0.9302,0.94416,0.96319,0.82229,0.67937,0.47993,0.83987,0.0006932,0.0006932,0.0006932
35,14780.7,0.64062,0.40577,0.8715,0.91901,0.95939,0.97406,0.79754,0.77092,0.48331,0.84612,0.0006536,0.0006536,0.0006536
36,15197.5,0.6396,0.41219,0.87621,0.92494,0.96447,0.97637,0.83413,0.71276,0.4652,0.85227,0.000614,0.000614,0.000614
37,15615.5,0.64361,0.41077,0.87508,0.97855,0.92642,0.98033,0.82522,0.73254,0.45166,0.85546,0.0005744,0.0005744,0.0005744
38,16032.8,0.61212,0.38954,0.86246,0.96077,0.93401,0.97368,0.8074,0.71804,0.47928,0.84518,0.0005348,0.0005348,0.0005348
39,16449.9,0.62111,0.38795,0.86584,0.97379,0.94304,0.97845,0.81635,0.70837,0.43731,0.84061,0.0004952,0.0004952,0.0004952
40,16869.4,0.63527,0.40711,0.87879,0.95557,0.93909,0.97584,0.82255,0.70577,0.45595,0.84565,0.0004556,0.0004556,0.0004556
41,17284.7,0.60628,0.37385,0.86574,0.93586,0.96278,0.97126,0.82009,0.68803,0.46478,0.84212,0.000416,0.000416,0.000416
42,17700,0.58427,0.35533,0.84937,0.93555,0.95939,0.97222,0.81936,0.68966,0.45275,0.83804,0.0003764,0.0003764,0.0003764
43,18115.5,0.56062,0.35286,0.8484,0.93095,0.95818,0.97573,0.82804,0.68282,0.45408,0.83829,0.0003368,0.0003368,0.0003368
44,18530.9,0.54236,0.34085,0.83616,0.93135,0.96416,0.97772,0.8384,0.67615,0.4371,0.8276,0.0002972,0.0002972,0.0002972
45,18946.3,0.5448,0.32989,0.84134,0.93524,0.96447,0.97857,0.83907,0.66225,0.4389,0.82834,0.0002576,0.0002576,0.0002576
46,19360.4,0.52803,0.33042,0.83194,0.93114,0.96093,0.97688,0.83113,0.6864,0.44188,0.83758,0.000218,0.000218,0.000218
47,19775.4,0.5283,0.33227,0.83683,0.93032,0.96447,0.97817,0.84301,0.66515,0.4211,0.83001,0.0001784,0.0001784,0.0001784
48,20190.7,0.53282,0.33821,0.84483,0.93068,0.95415,0.97098,0.83946,0.66836,0.42942,0.83387,0.0001388,0.0001388,0.0001388
49,20605.3,0.51437,0.3241,0.8334,0.93123,0.96447,0.97535,0.8444,0.66641,0.43389,0.83335,9.92e-05,9.92e-05,9.92e-05
50,21020.2,0.52373,0.32461,0.83493,0.92949,0.96447,0.97474,0.84045,0.66738,0.42603,0.83098,5.96e-05,5.96e-05,5.96e-05
